class,scientific,english
Reptilia,Rhynchophis boulengeri,"Rhinoceros Snake, Rhino Rat Snake, Boulengers Schnauzennatter"
Reptilia,Salvadora bairdi,Baird's Patchnose Snake
Reptilia,Salvadora deserticola,"Big Bend Patchnose Snake, Wüsten-Pflasternasennatter"
Reptilia,Salvadora grahamiae,"Mountain Patchnose Snake,ahamiae, Mountain Patchnose Snake, lineata, Texas Patchnose Snake, G, Berg-Pflasternasennatter"
Reptilia,Salvadora hexalepis,"Western Patchnose Snake,javensis, Mojave Patchnose Snake, hexalepis, Desert Patchnose Snake, klauberi,, virgultea, Coast Patchnose Snake, G, Westliche Pflasternasennatter"
Reptilia,Salvadora intermedia,Oaxacan Patchnose Snake
Reptilia,Salvadora lemniscata,Pacific Patchnose Snake
Reptilia,Salvadora mexicana,Mexican Patchnose Snake
Reptilia,Saphenophis antioquiensis,Dunn's Saphenophis Snake
Reptilia,Saphenophis atahuallpae,Atahuallpa Saphenophis Snake
Reptilia,Saphenophis sneiderni,Saphenophis Snake
Reptilia,Scaphiodontophis annulatus,Guatemala Neckband Snake
Reptilia,Scaphiodontophis venustissimus,Common Neckband Snake
Reptilia,Scaphiophis albopunctatus,African Shovel-nosed Snake
Reptilia,Scaphiophis raffreyi,
Reptilia,Scolecophis atrocinctus,Black-banded Snake
Reptilia,Seminatrix pygaea,"Black Swamp Snake,clas, South Florida Swamp Snake, paludis, Carolina Swamp Snake, pygaea, North Florida Swamp Snake"
Reptilia,Senticolis triaspis,"Green Rat Snake,termedia, Northern Green Rat Snake, G, Grüne Rattennatter"
Reptilia,Sibon annulata,Ringed Snail Sucker
Reptilia,Sibon annulifera,Western Snail-Eating Snake
Reptilia,Sibon anthracops,Cope's Snail Sucker
Reptilia,Sibon argus,Argus Snail Sucker
Reptilia,Sibon carri,Carr's Snail Sucker
Reptilia,Sibon dimidiatus,Slender Snail Sucker
Reptilia,Sibon dunni,Dunn's Snail Sucker
Reptilia,Sibon fischeri,Fischer's Snail-Eating Snake
Reptilia,Sibon linearis,
Reptilia,Sibon longifrenis,Stejneger's Snail Sucker
Reptilia,Sibon nebulatus,Cloudy Snail-eating Snake
Reptilia,Sibon sanniola,Pigmy Snail Sucker
Reptilia,Sibon sartorii,Terrestrial Snail Sucker
Reptilia,Sibynomorphus inaequifasciatus,Equator Tree Snake
Reptilia,Sibynomorphus lavillai,
Reptilia,Sibynomorphus mikanii,
Reptilia,Sibynomorphus neuwiedi,Neuwied's Tree Snake
Reptilia,Sibynomorphus oligozonatus,
Reptilia,Sibynomorphus oneilli,O'Neill's Tree Snake
Reptilia,Sibynomorphus petersi,
Reptilia,Sibynomorphus turgidus,Bolivian Tree Snake
Reptilia,Sibynomorphus vagrans,Dunn's Tree Snake
Reptilia,Sibynomorphus vagus,Jan's Tree Snake
Reptilia,Sibynomorphus ventrimaculatus,Boulenger's Tree Snake
Reptilia,Sibynomorphus williamsi,Williams' Tree Snake
Reptilia,Sibynophis bistrigatus,Günther's Many-tooth Snake
Reptilia,Sibynophis bivittatus,
Reptilia,Sibynophis chinensis,Chinese Many-tooth Snake
Reptilia,Sibynophis collaris,"Common Many-tooth Snake, Halsbinden-Vielzahnnatter"
Reptilia,Sibynophis geminatus,Boie's Many-tooth Snake
Reptilia,Sibynophis melanocephalus,"Black-headed Collared Snake, Malayan Many-tooth Snake, Schwarzkopf-Vielzahnnatter"
Reptilia,Sibynophis sagittarius,
Reptilia,Sibynophis subpunctatus,Jerdon's Many-tooth Snake
Reptilia,Sibynophis triangularis,"Triangle Many-tooth Snake, Triangulate Collared Snake, Dreiecks-Vielzahnnatter"
Reptilia,Simophis rhinostoma,Sao Paulo False Coral Snake
Reptilia,Simophis rohdei,
Reptilia,Sinonatrix aequifasciata,Asiatic Water Snake
Reptilia,Sinonatrix annularis,Ringed Water Snake
Reptilia,Sinonatrix percarinata,"Eastern Water Snake, Olive Keelback, Olivfarbene Kielrückennatter"
Reptilia,Sinonatrix yunnanensis,
Reptilia,Siphlophis cervinus,Panama Spotted Night Snake
Reptilia,Siphlophis compressus,Tropical Flat Snake
Reptilia,Siphlophis leucocephalus,Common Spotted Night Snake
Reptilia,Siphlophis longicaudatus,Brazilian Spotted Night Snake
Reptilia,Siphlophis pulcher,Guanabara Spotted Night Snake
Reptilia,Siphlophis worontzowi,Worontzow's Spotted Night Snake
Reptilia,Sonora aemula,Filetail Ground Snake  ~
Reptilia,Sonora michoacanensis,Michoacán Ground Snake
Reptilia,Sonora semiannulata,Ground Snake
Reptilia,Sordellina punctata,Dotted Brown Snake
Reptilia,Spalerosophis arenarius,"Red spotted royal snake, Red-spotted Diadem Snake"
Reptilia,Spalerosophis diadema,"Diadem Snake, Pakistanische Diademnatter"
Reptilia,Spalerosophis dolichospilus,Werner's Diadem Snake
Reptilia,Spalerosophis josephscorteccii,Scortecci's Diadem Snake
Reptilia,Spalerosophis microlepis,Zebra Snake
Reptilia,Spilotes pullatus,"Chicken Snake, Hühnerfresser"
Reptilia,Stegonotus batjanensis,Batjan Frog-eating Snake
Reptilia,Stegonotus borneensis,Borneo Frog-eating Snake
Reptilia,Stegonotus cucullatus,Slatey-grey snake
Reptilia,Stegonotus diehli,Diehl's little ground snake
Reptilia,Stegonotus dumerilii,
Reptilia,Stegonotus florensis,
Reptilia,Stegonotus guentheri,Milne Bay ground snake
Reptilia,Stegonotus heterurus,Bismarck ground snake
Reptilia,Stegonotus modestus,Northern New Guinea ground snake
Reptilia,Stegonotus parvus,common ground snake
Reptilia,Stenophis arctifasciatus,
Reptilia,Stenophis betsileanus,
Reptilia,Stenophis capuroni,
Reptilia,Stenophis carleti,
Reptilia,Stenophis citrinus,
Reptilia,Stenophis gaimardi,
Reptilia,Stenophis granuliceps,
Reptilia,Stenophis guentheri,
Reptilia,Stenophis iarakaensis,
Reptilia,Stenophis inopinae,
Reptilia,Stenophis inornatus,
Reptilia,Stenophis jaosoloa,
Reptilia,Stenophis pseudogranuliceps,
Reptilia,Stenophis tulearensis,
Reptilia,Stenophis variabilis,
Reptilia,Stenorrhina degenhardtii,Degenhardt's Scorpion-eating Snake
Reptilia,Stenorrhina freminvillei,Blood Snake
Reptilia,Stilosoma extenuatum,"Short-tailed Snake, Kurzschwanznatter"
Reptilia,Stoliczkaia borneensis,Borneo Red Snake
Reptilia,Stoliczkaia khasiensis,Khase Red Snake
Reptilia,Storeria dekayi,"Brown Snake,kayi, Northern Brown Snake, limnetes, Marsh Brown Snake, temporalineata,, texana, Texas Brown Snake, tropica, victa, Florida Brown Snake, wrightorum, Midland Brown Snake, G, Gewöhnliche Braunnatter"
Reptilia,Storeria hidalgoensis,Mexican Yellowbelly Brown Snake
Reptilia,Storeria occipitomaculata,"Redbelly Snake,scura, Florida Redbelly Snake, occipitomaculata, Northern Redbelly Snake, pahasapae, Black Hills Redbelly Snake, G, Rotbäuchige Braunschlange"
Reptilia,Storeria storerioides,Mexican Brown Snake
Reptilia,Symphimus leucostomus,Isthmian White-lipped Snake
Reptilia,Symphimus mayae,Yucatán White-lipped Snake
Reptilia,Sympholis lippiens,Mexican Short-tail Snake
Reptilia,Synophis bicolor,Two-colored Fishing Snake
Reptilia,Synophis calamitus,
Reptilia,Synophis lasallei,Lasalle's Fishing Snake
Reptilia,Synophis plectovertebralis,
Reptilia,Tachymenis affinis,Boulenger's Slender Snake
Reptilia,Tachymenis attenuata,Walker's Slender Snake
Reptilia,Tachymenis chilensis,Chilean Slender Snake
Reptilia,Tachymenis elongata,Depax's Slender Snake
Reptilia,Tachymenis peruviana,Peru Slender Snake
Reptilia,Tachymenis surinamensis,
Reptilia,Tachymenis tarmensis,Slender Snake
Reptilia,Taeniophallus nicagus,
Reptilia,Tantalophis discolor,Oaxacan Cat-eyed Snake
Reptilia,Tantilla albiceps,Barbour's Centipede Snake
Reptilia,Tantilla alticola,Boulenger's Centipede Snake
Reptilia,Tantilla andinista,Andes Centipede Snake
Reptilia,Tantilla armillata,
Reptilia,Tantilla atriceps,Mexican Blackhead Snake
Reptilia,Tantilla bairdi,Baird's Black-headed Snake
Reptilia,Tantilla bocourti,Bocourt's Black-headed Snake
Reptilia,Tantilla boipiranga,
Reptilia,Tantilla brevicauda,Mertens' Centipede Snake
Reptilia,Tantilla briggsi,Briggs' Centipede Snake
Reptilia,Tantilla calamarina,Pacific Coast Centipede Snake
Reptilia,Tantilla capistrata,Capistrata Centipede Snake
Reptilia,Tantilla cascadae,Michoacán Centipede Snake
Reptilia,Tantilla coronadoi,Guerreran Centipede Snake
Reptilia,Tantilla coronata,"Southeastern Crowned Snake, Gekrönte Schwarzkopfschlange"
Reptilia,Tantilla cucullata,Big Bend Blackhead Snake
Reptilia,Tantilla cuesta,Wilson's Centipede Snake
Reptilia,Tantilla cuniculator,Peten Centipede Snake
Reptilia,Tantilla deppei,Deppe's Centipede Snake
Reptilia,Tantilla deviatrix,
Reptilia,Tantilla equatoriana,Equator Centipede Snake
Reptilia,Tantilla flavilineata,Yellow-lined Centipede Snake
Reptilia,Tantilla fraseri,
Reptilia,Tantilla gracilis,"Flathead Snake, Schlanke Schwarzkopfschlange"
Reptilia,Tantilla hendersoni,Peten Centipede Snake
Reptilia,Tantilla hobartsmithi,Southwestern Blackhead Snake
Reptilia,Tantilla impensa,
Reptilia,Tantilla insulamontana,Mountain Centipede Snake
Reptilia,Tantilla jani,Jan's Centipede Snake
Reptilia,Tantilla johnsoni,
Reptilia,Tantilla lempira,Mena's Centipede Snake
Reptilia,Tantilla longifrontalis,
Reptilia,Tantilla melanocephala,"Black-headed Snake, Dunkelköpfige Schwarzkopfschlange"
Reptilia,Tantilla mexicana,
Reptilia,Tantilla miyatai,
Reptilia,Tantilla moesta,Blackbelly Centipede Snake
Reptilia,Tantilla nigra,Black Centipede Snake
Reptilia,Tantilla nigriceps,"Plains Blackhead Snake, Flachland-Schwarzkopfschlange"
Reptilia,Tantilla oaxacae,Oaxacan Centipede Snake
Reptilia,Tantilla oolitica,Rim Rock Crowned Snake
Reptilia,Tantilla petersi,Peters' Black-headed Snake
Reptilia,Tantilla planiceps,"Western Blackhead Snake, Westliche Schwarzkopfschlange"
Reptilia,Tantilla relicta,"Florida Crowned Snake,illi, Central Florida Crowned Snake, pamlica, Coastal Dunes Crowned Snake, relicta, Peninsula Crowned Snake"
Reptilia,Tantilla reticulata,"Reticulate Centipede Snake, Litter Snake"
Reptilia,Tantilla robusta,
Reptilia,Tantilla rubra,"Big Bend Black-headed Snake, Große Schwarzkopfschlange"
Reptilia,Tantilla schistosa,Red Earth Centipede Snake
Reptilia,Tantilla semicincta,Ringed Centipede Snake
Reptilia,Tantilla sertula,
Reptilia,Tantilla shawi,Potosí Centipede Snake
Reptilia,Tantilla slavensi,Slavens' Centipede Snake
Reptilia,Tantilla striata,Striped Centipede Snake
Reptilia,Tantilla supracincta,Banded Centipede Snake
Reptilia,Tantilla taeniata,Central American Centipede Snake
Reptilia,Tantilla tayrae,Volcan Tacana Centipede Snake
Reptilia,Tantilla tecta,
Reptilia,Tantilla trilineata,Three-lined Centipede Snake
Reptilia,Tantilla triseriata,Three-lined Centipede Snake
Reptilia,Tantilla tritaeniata,Three-banded Centipede Snake
Reptilia,Tantilla vermiformis,Hallowell's Centipede Snake
Reptilia,Tantilla vulcani,
Reptilia,Tantilla wilcoxi,Chihuahuan Blackhead Snake
Reptilia,Tantilla yaquia,Yaqui Blackhead Snake
Reptilia,Tantillita brevissima,Speckled Dwarf Short-tail Snake
Reptilia,Tantillita canula,Yucatecan Dwarf Short-tail Snake
Reptilia,Tantillita lintoni,Linton's Dwarf Short-tail Snake
Reptilia,Telescopus beetzi,"Namib Tiger Snake, Karoo Tiger Snake"
Reptilia,Telescopus dhara,"Israeli Catsnake, Israelische Katzennatter"
Reptilia,Telescopus fallax,"Mediterranean Cat Snake, European Catsnake, Europäische Katzennatter"
Reptilia,Telescopus gezirae,
Reptilia,Telescopus hoogstraali,
Reptilia,Telescopus nigriceps,
Reptilia,Telescopus obtusus,
Reptilia,Telescopus pulcher,
Reptilia,Telescopus rhinopoma,Indian Desert Tiger Snake
Reptilia,Telescopus semiannulatus,"Common Tiger Snake, Tiger Cat Snake, Western tiger Snake,lystictus, Damara Tiger Snake, G, Getigerte Katzennatter"
Reptilia,Telescopus tessellatus,Soosan Tiger Snake
Reptilia,Telescopus variegatus,
Reptilia,Tetralepis fruhstorferi,Bluebelly Java Snake
Reptilia,Thamnodynastes almae,
Reptilia,Thamnodynastes chaquensis,
Reptilia,Thamnodynastes chimanta,Roze's Coastal House Snake
Reptilia,Thamnodynastes corocoroensis,
Reptilia,Thamnodynastes duida,
Reptilia,Thamnodynastes gambotensis,
Reptilia,Thamnodynastes hypoconia,
Reptilia,Thamnodynastes longicaudus,
Reptilia,Thamnodynastes marahuaquensis,
Reptilia,Thamnodynastes pallidus,"Amazon Coastal House Snake (pallidus), Northern Coastal House Snake (strigilis)"
Reptilia,Thamnodynastes rutilus,Prado's Coastal House Snake
Reptilia,Thamnodynastes strigatus,Coastal House Snake
Reptilia,Thamnodynastes yavi,
Reptilia,Thamnophis angustirostris,Longnose Garter Snake
Reptilia,Thamnophis atratus,"Santa Cruz Garter Snake,ratus, Santa Cruz Garter Snake, hydrophilus, Oregon Garter Snake"
Reptilia,Thamnophis brachystoma,"Shorthead Garter Snake, Kurzkopf-Strumpfbandnatter"
Reptilia,Thamnophis butleri,"Butler's Garter Snake, Butlers Strumpfbandnatter"
Reptilia,Thamnophis chrysocephalus,Goldenhead Garter Snake
Reptilia,Thamnophis couchii,"Western Aquatic Garter Snake, Westliche Strumpfbandnatter"
Reptilia,Thamnophis cyrtopsis,"Blackneck Garter Snake,rtopsis, Western Blackneck Garter Snake, ocellatus, Eastern Blackneck Garter Snake, G, Gefleckte Strumpfbandnatter"
Reptilia,Thamnophis elegans,"Western Terrestrial Garter Snake,izonae, Arizona Garter Snake, elegans, Mountain Garter Snake, errans, Mexican Wandering Garter Snake, terrestris, Coast Garter Snake, vagrans, Wandering Garter Snake, vascotanneri, Upper Basin Garter Snake, hueyi,, G, Berg"
Reptilia,Thamnophis eques,"Mexican Garter Snake,galops, Northern Mexican Garter Snake, G, Mexikanische Strumpfbandnatter"
Reptilia,Thamnophis exsul,Montane Garter Snake
Reptilia,Thamnophis fulvus,Highland Garter Snake
Reptilia,Thamnophis gigas,Giant Garter Snake
Reptilia,Thamnophis godmani,Godman's Garter Snake
Reptilia,Thamnophis hammondii,Two-striped Garter Snake
Reptilia,Thamnophis marcianus,"Checkered Garter Snake, Karierte Strumpfbandnatter"
Reptilia,Thamnophis melanogaster,Blackbelly Garter Snake
Reptilia,Thamnophis mendax,Tamaulipan Montane Garter Snake
Reptilia,Thamnophis ordinoides,"Northwestern Garter Snake, Nordwestliche Strumpfbandnatter"
Reptilia,Thamnophis proximus,"Western Ribbon Snake,abolicus, Arid Land Ribbon Snake, orarius, Gulf Coast Ribbon Snake, proximus, Western Ribbon Snake, rubrilineatus, Redstripe Ribbon Snake, G, Westliche Streifenstrumpfbandnatter"
Reptilia,Thamnophis radix,"Plains Garter Snake, Tiefland Strumpfbandnatter"
Reptilia,Thamnophis rossmani,Rossman's Garter Snake
Reptilia,Thamnophis rufipunctatus,"Narrowhead Garter Snake, Narrowhead Watersnake, Schmalköpfige Strumpfbandnatter"
Reptilia,Thamnophis sauritus,"Eastern Ribbonsnake,tae, Bluestripe Ribbon Snake, sackenii, Peninsula Ribbon Snake, sauritus, Eastern Ribbon Snake, septentrionalis, Northern Ribbon Snake, G, Östliche Streifen-Strumpfbandnatter"
Reptilia,Thamnophis scalaris,Longtail Alpine Garter Snake
Reptilia,Thamnophis scaliger,Short-tail Alpine Garter Snake
Reptilia,Thamnophis sirtalis,"Common Garter Snake,nectens, Texas Garter Snake, concinnus, Red-spotted Garter Snake, dorsalis, New Mexico Garter Snake, fitchi, Valley Garter Snake, infernalis, California Red-sided Garter Snake, lowei, pallidulus, Maritime Garter Snake, parietalis, Red"
Reptilia,Thamnophis sumichrasti,Sumichrast's Garter Snake
Reptilia,Thamnophis valida,West Coast Garter Snake
Reptilia,Thelotornis capensis,"Twig Snake, Vine Snake,tesi, Oates'vine Snake, mossambicanus, Eastern Twig Or Vine Snake"
Reptilia,Thelotornis kirtlandii,"Forest Vine Snake, Bird Snake, Twig Snake, Lianennatter, Vogelnatter, Graue Baumnatter"
Reptilia,Thelotornis usambaricus,
Reptilia,Thermophis baileyi,Bailey's Snake
Reptilia,Thrasops flavigularis,
Reptilia,Thrasops jacksonii,"Black Tree Snake, Schwarze Baumschlange"
Reptilia,Thrasops occidentalis,Western Black Tree Snake
Reptilia,Tomodon dorsatus,Pampas Snake
Reptilia,Tomodon ocellatus,Ocellated Pampas Snake
Reptilia,Tomodon orestes,
Reptilia,Trachischium fuscum,Blackbelly Worm-eating Snake
Reptilia,Trachischium guentheri,Rosebelly Worm-eating Snake
Reptilia,Trachischium laeve,
Reptilia,Trachischium monticola,Mountain Worm-eating Snake
Reptilia,Trachischium tenuiceps,Yellowbelly Worm-eating Snake
Reptilia,Tretanorhinus mocquardi,Mocquard's Swamp Snake
Reptilia,Tretanorhinus nigroluteus,Orangebelly Swamp Snake
Reptilia,Tretanorhinus taeniatus,Striped Swamp Snake
Reptilia,Tretanorhinus variabilis,"Caribbean Water Snake, Karibische Wasserschlange"
Reptilia,Trimetopon barbouri,Barbour's Tropical Ground Snake
Reptilia,Trimetopon gracile,Günther's Tropical Ground Snake
Reptilia,Trimetopon pliolepis,Cope's Tropical Ground Snake
Reptilia,Trimetopon simile,Dunn's Tropical Ground Snake
Reptilia,Trimetopon slevini,Slevin's Tropical Ground Snake
Reptilia,Trimetopon viquezi,Viquez's Tropical Ground Snake
Reptilia,Trimorphodon biscutatus,"Western Lyre Snake, Costal Lyre Snake,mbda, Sonoran Lyre Snake, lyrophanes, Baja California Lyre Snake, quadruplex,, vilkinsonii, Texas Lyre Snake, G, Küsten-Lyraschlange"
Reptilia,Trimorphodon tau,Mexican Lyre Snake
Reptilia,Tropidoclonion lineatum,Lined Snake
Reptilia,Tropidodipsas fasciata,"Banded Snail Sucker,erreroensis, Guerreran Snail Sucker"
Reptilia,Tropidodipsas philippii,Philippi's Snail-Eating Snake
Reptilia,Tropidodipsas zweifeli,Zweifel's Snail-Eating Snake
Reptilia,Tropidodryas serra,Serra Snake
Reptilia,Tropidodryas striaticeps,Jiboinha
Reptilia,Tropidonophis aenigmaticus,East Papuan keelback
Reptilia,Tropidonophis dahlii,New Britain keelback
Reptilia,Tropidonophis dendrophiops,
Reptilia,Tropidonophis doriae,Barred keelback
Reptilia,Tropidonophis elongatus,Moluccan keelback
Reptilia,Tropidonophis halmahericus,
Reptilia,Tropidonophis hypomelas,Bismarck keelback
Reptilia,Tropidonophis mairii,"Common keelback, Mair's keelback, Kielrücken Wassernatter"
Reptilia,Tropidonophis mcdowelli,Northern New Guinea keelback
Reptilia,Tropidonophis montanus,North Irian montane keelback
Reptilia,Tropidonophis multiscutellatus,Many-scaled keelback
Reptilia,Tropidonophis negrosensis,
Reptilia,Tropidonophis novaeguineae,New Guinea keelback
Reptilia,Tropidonophis parkeri,Highland keelback
Reptilia,Tropidonophis picturatus,Painted keelback
Reptilia,Tropidonophis punctiventris,Halmahera Keelback
Reptilia,Tropidonophis statistictus,PNG montane keelback
Reptilia,Tropidonophis truncatus,
Reptilia,Umbrivaga mertensi,Mertens' Tropical Forest Snake
Reptilia,Umbrivaga pyburni,Pyburn's Tropical Forest Snake
Reptilia,Umbrivaga pygmaea,Amazon Tropical Forest Snake
Reptilia,Uromacer catesbyi,Catesby's Pointed Snake
Reptilia,Uromacer frenatus,Island Pointed Snake
Reptilia,Uromacer oxyrhynchus,Pointed Snake
Reptilia,Uromacerina ricardinii,Sao Paulo Sharp Snake
Reptilia,Urotheca decipiens,Pale Ground Snake
Reptilia,Urotheca dumerilli,
Reptilia,Urotheca elapoides,Variegated False Coral Snake.
Reptilia,Urotheca fulviceps,
Reptilia,Urotheca guentheri,
Reptilia,Urotheca lateristriga,
Reptilia,Urotheca multilineata,
Reptilia,Urotheca myersi,
Reptilia,Urotheca pachyura,
Reptilia,Virginia pulchra,Mountain Earth Snake
Reptilia,Virginia striatula,"Rough Earth Snake, Rauhe Erdschlange"
Reptilia,Virginia valeriae,"Smooth Earth Snake,egans, Western Earth Snake, valeriae, Eastern Earth Snake, G, Glatte Erdschlange"
Reptilia,Waglerophis merremi,Wagler's Snake
Reptilia,Xenelaphis ellipsifer,"Ocellated Brown Snake, Gefleckte Braunnatter"
Reptilia,Xenelaphis hexagonotus,"Malaysian Brown Snake, Braunnatter"
Reptilia,Xenochrophis asperrimus,Boulenger's Keelback
Reptilia,Xenochrophis bellula,
Reptilia,Xenochrophis cerasogaster,Painted Keelback
Reptilia,Xenochrophis flavipunctatus,"Yellow-Spotted Keelback, Gelbflecken-Fischnatter"
Reptilia,Xenochrophis maculatus,"Spotted Keelback, Gefleckte Fischnatter"
Reptilia,Xenochrophis piscator,"Asiatic Water Snakes, Gewöhnliche Fischnatter, Fischernatter"
Reptilia,Xenochrophis punctulatus,
Reptilia,Xenochrophis sanctijohannis,
Reptilia,Xenochrophis trianguligerus,"Triangle Keelback, Dreiecks-Fischnatter"
Reptilia,Xenochrophis vittatus,"Banded Keelback, Striped Keelback, Gestreifte Fischnatter"
Reptilia,Xenodermus javanicus,"Xenodermine Snake, Java Tubercle Snake, Java Höckernatter"
Reptilia,Xenodon guentheri,Günther's False Fer-de-lance
Reptilia,Xenodon neuwiedii,Neuwied's False Fer-de-lance
Reptilia,Xenodon rabdocephalus,False Fer-de-lance
Reptilia,Xenodon severus,Amazon False Fer-de-lance
Reptilia,Xenodon werneri,
Reptilia,Xenopholis scalaris,Wucherer's Ground Snake
Reptilia,Xenopholis undulatus,Jensen's Ground Snake
Reptilia,Xenoxybelis argenteus,
Reptilia,Xylophis perroteti,Perrotet's Mountain Snake
Reptilia,Xylophis stenorhynchus,Günther's Mountain Snake
Reptilia,Cylindrophis aruensis,"Aru Cylinder Snake, Aru-Walzenschlange"
Reptilia,Cylindrophis boulengeri,Boulenger's Pipe Snake
Reptilia,Cylindrophis engkariensis,
Reptilia,Cylindrophis isolepis,Jampea Island Pipe Snake
Reptilia,Cylindrophis lineatus,Blanford's Pipe Snake
Reptilia,Cylindrophis maculatus,"Ceylonese Cylinder Snake, Pipe Snake, Ceylon-Walzenschlange"
Reptilia,Cylindrophis melanotus,Black Pipe Snake
Reptilia,Cylindrophis opisthorhodus,Island Pipe Snake
Reptilia,Cylindrophis ruffus,"Red-tailed Pipe Snake, Red Cylinder Snake, Rotschwanz-Walzenschlange, Rote Walzenschlange"
Reptilia,Cylindrophis yamdena,
Reptilia,Enhydrina schistosa,Common or beaked seasnake
Reptilia,Enhydrina zweifeli,Sepik or Zweifel's beaked seasnake
Reptilia,Ephalophis greyae,North-western Mangrove Seasnake
Reptilia,Furina barnardi,"Yellow-naped Snake, Gelbkragenotter"
Reptilia,Aspidelaps lubricus,"cowlesi, Angolan Coral Snake,fuscatus, Western Coral Snake, lubricus, Cape Coral Snake, G, Kap-Zwergschildkobra, Schildnasenkobra"
Reptilia,Aspidelaps scutatus,"scutatus, Shield-nose Snake,lafulus, Eastern Shield-nose Snake, intermedius, Intermediate Shield-nose Snake, G, Schildnasenkobra, Schildkobra"
Reptilia,Boulengerina annulata,"Ringed Water Cobra, Wasserkobra"
Reptilia,Boulengerina christyi,Christy's Water Cobra
Reptilia,Bungarus andamanensis,South Andaman Krait
Reptilia,Bungarus bungaroides,Northeastern Hill Krait
Reptilia,Bungarus caeruleus,"Indian Krait, Indischer Krait"
Reptilia,Bungarus candidus,"Blue Krait, Blauer Krait"
Reptilia,Bungarus ceylonicus,Ceylon Krait
Reptilia,Bungarus fasciatus,"Banded Krait, Gelbgebänderter Krait"
Reptilia,Bungarus flaviceps,"Red-headed Krait, Rotkopf-Krait"
Reptilia,Bungarus lividus,Lesser Black Krait
Reptilia,Bungarus magnimaculatus,Burmese Krait
Reptilia,Bungarus multicinctus,"Many-banded Krait, Vielgebänderter Krait"
Reptilia,Bungarus niger,Greater Black Krait
Reptilia,Bungarus sindanus,Sind Krait
Reptilia,Calliophis beddomei,
Reptilia,Calliophis bibroni,Bibron's Coral Snake
Reptilia,Calliophis bivirgatus,"Blue Malaysian Coral Snake, Blaue Bauchdrüsenotter"
Reptilia,Calliophis calligaster,
Reptilia,Calliophis gracilis,"Gray Coral Snake, Spotted Coral Snake, Gefleckte korallenotter"
Reptilia,Calliophis intestinalis,"Banded Malaysian Coral Snake, Striped Coral Snake, Gestreifte Bauchdrüsenotter"
Reptilia,Calliophis kelloggi,Kellogg's Coral Snake
Reptilia,Calliophis macclellandi,"MacClelland's Coral Snake, MacClellands Korallenotter"
Reptilia,Calliophis maculiceps,"Speckled Coral Snake, Small-spotted Coral Snake, Gesprenkelte Korallenotter"
Reptilia,Calliophis melanurus,Indian Coral Snake
Reptilia,Calliophis nigrescens,Black Coral Snake
Reptilia,Dendroaspis angusticeps,"Green Mamba, Blattgrüne Mamba, Gewöhnliche Mamba"
Reptilia,Dendroaspis jamesoni,"Jamesons Mamba, Jameson-Mamba"
Reptilia,Dendroaspis polylepis,"Black Mamba, Schwarze Mamba"
Reptilia,Dendroaspis viridis,"Western Green Mamba, Grüne Mamba"
Reptilia,Elapsoidea broadleyi,
Reptilia,Elapsoidea chelazzii,Somali Garter Snake
Reptilia,Elapsoidea guentherii,
Reptilia,Elapsoidea laticincta,Werner's Garter Snake
Reptilia,Elapsoidea loveridgei,Loveridge's Garter Snake
Reptilia,Elapsoidea nigra,Black Garter Snake
Reptilia,Elapsoidea semiannulata,"Angolan Garter Snake,ulengeri, Boulenger's Garter Snake"
Reptilia,Elapsoidea sundevallii,"sundevallii, Sundevall's Garter Snake, African Garter Snake,costeri , De Coster's Garter Snake, fitzsimonsi, Kalahari Garter Snake, longicauda, Long-tailed Garter Snake, media, Highveld Garter Snake"
Reptilia,Elapsoidea trapei,
Reptilia,Hemachatus haemachatus,"Rinkhals, Ring-necked Spitting Cobra, Ringhals, Ringhalskobra"
Reptilia,Hemibungarus hatori,
Reptilia,Hemibungarus japonicus,Japanese Coral Snake
Reptilia,Hemibungarus sauteri,
Reptilia,Homoroselaps dorsalis,"Striped Harelquin Snake, Striped Dwarf Garter Snake"
Reptilia,Homoroselaps lacteus,Spotted Harlequin Snake
Reptilia,Micruroides euryxanthus,"Western Coral Snake,ryxanthus, Arizona Coral Snake, G, Arizona-Korallenotter"
Reptilia,Micrurus alleni,Allen's Coral Snake
Reptilia,Micrurus altirostris,
Reptilia,Micrurus ancoralis,Regal Coral Snake
Reptilia,Micrurus annellatus,Annellated Coral Snake
Reptilia,Micrurus averyi,Black-headed Coral Snake
Reptilia,Micrurus bernadi,
Reptilia,Micrurus bocourti,Ecuador Coral Snake
Reptilia,Micrurus bogerti,Bogert's Coral Snake
Reptilia,Micrurus browni,Brown's Coral Snake
Reptilia,Micrurus catamayensis,Catamayo Coral Snake
Reptilia,Micrurus clarki,Clark's Coral Snake
Reptilia,Micrurus collaris,Guyana Blackback Coral Snake
Reptilia,Micrurus corallinus,Painted Coral Snake
Reptilia,Micrurus decoratus,Brazilian Coral Snake
Reptilia,Micrurus diana,
Reptilia,Micrurus diastema,Variable Coral Snake
Reptilia,Micrurus dissoleucus,Pigmy Coral Snake
Reptilia,Micrurus distans,West Mexican Coral Snake
Reptilia,Micrurus dumerilii,
Reptilia,Micrurus elegans,Elegant Coral Snake
Reptilia,Micrurus ephippifer,Oaxacan Coral Snake
Reptilia,Micrurus filiformis,Slender Coral Snake
Reptilia,Micrurus frontalis,Southern Coral Snake
Reptilia,Micrurus frontifasciatus,Bolivian Coral Snake
