id,string
acn-rufogula,"[""Spiny cheeked honeyeater:eng"", ""Acanthagenys rufogularis:sci""]"
acr-rufogula,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthagenys rufogularis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthagenys rufogularis""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthagenys rufogularis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthagenys rufogularis""}]}"
acn-rufogul,"[""Spiny cheeked honeyeater:eng"", ""Acanthagenys rufogularis:sci""]"
acr-rufogul,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthagenys rufogularis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthagenys rufogularis""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthagenys rufogularis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthagenys rufogularis""}]}"
acn-rufogu,"[""Spiny cheeked honeyeater:eng"", ""Acanthagenys rufogularis:sci""]"
acr-rufogu,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthagenys rufogularis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthagenys rufogularis""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthagenys rufogularis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthagenys rufogularis""}]}"
acn-rufog,"[""Spiny cheeked honeyeater:eng"", ""Acanthagenys rufogularis:sci""]"
acr-rufog,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthagenys rufogularis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthagenys rufogularis""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthagenys rufogularis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthagenys rufogularis""}]}"
acn-acantharchus pomotis,"[""Acantharchus pomotis:sci"", ""Mud sunfish:eng""]"
acr-acantharchus pomotis,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acantharchus pomotis""}, {""source"": ""fishes"", ""type"": ""range"", ""name"": ""Acantharchus pomotis""}]}"
acn-acantharchus,"[""Acantharchus pomotis:sci"", ""Mud sunfish:eng""]"
acr-acantharchus,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acantharchus pomotis""}, {""source"": ""fishes"", ""type"": ""range"", ""name"": ""Acantharchus pomotis""}]}"
acn-acantharchu,"[""Acantharchus pomotis:sci"", ""Mud sunfish:eng""]"
acr-acantharchu,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acantharchus pomotis""}, {""source"": ""fishes"", ""type"": ""range"", ""name"": ""Acantharchus pomotis""}]}"
acn-acantharch,"[""Acantharchus pomotis:sci"", ""Mud sunfish:eng""]"
acr-acantharch,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acantharchus pomotis""}, {""source"": ""fishes"", ""type"": ""range"", ""name"": ""Acantharchus pomotis""}]}"
acn-acantharc,"[""Acantharchus pomotis:sci"", ""Mud sunfish:eng""]"
acr-acantharc,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acantharchus pomotis""}, {""source"": ""fishes"", ""type"": ""range"", ""name"": ""Acantharchus pomotis""}]}"
acn-acanthar,"[""Acantharchus pomotis:sci"", ""Mud sunfish:eng""]"
acr-acanthar,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acantharchus pomotis""}, {""source"": ""fishes"", ""type"": ""range"", ""name"": ""Acantharchus pomotis""}]}"
acn-pomotis,"[""Acantharchus pomotis:sci"", ""Mud sunfish:eng""]"
acr-pomotis,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acantharchus pomotis""}, {""source"": ""fishes"", ""type"": ""range"", ""name"": ""Acantharchus pomotis""}]}"
acn-pomoti,"[""Acantharchus pomotis:sci"", ""Mud sunfish:eng""]"
acr-pomoti,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acantharchus pomotis""}, {""source"": ""fishes"", ""type"": ""range"", ""name"": ""Acantharchus pomotis""}]}"
acn-pomot,"[""Acantharchus pomotis:sci"", ""Mud sunfish:eng""]"
acr-pomot,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acantharchus pomotis""}, {""source"": ""fishes"", ""type"": ""range"", ""name"": ""Acantharchus pomotis""}]}"
acn-pomo,"[""Acantharchus pomotis:sci"", ""Mud sunfish:eng""]"
acr-pomo,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acantharchus pomotis""}, {""source"": ""fishes"", ""type"": ""range"", ""name"": ""Acantharchus pomotis""}]}"
acn-pom,"[""Acantharchus pomotis:sci"", ""Mud sunfish:eng""]"
acr-pom,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acantharchus pomotis""}, {""source"": ""fishes"", ""type"": ""range"", ""name"": ""Acantharchus pomotis""}]}"
acn-mud sunfish,"[""Acantharchus pomotis:sci"", ""Mud sunfish:eng""]"
acr-mud sunfish,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acantharchus pomotis""}, {""source"": ""fishes"", ""type"": ""range"", ""name"": ""Acantharchus pomotis""}]}"
acn-mud,"[""Acantharchus pomotis:sci"", ""Mud sunfish:eng""]"
acr-mud,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acantharchus pomotis""}, {""source"": ""fishes"", ""type"": ""range"", ""name"": ""Acantharchus pomotis""}]}"
acn-sunfish,"[""Acantharchus pomotis:sci"", ""Mud sunfish:eng""]"
acr-sunfish,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acantharchus pomotis""}, {""source"": ""fishes"", ""type"": ""range"", ""name"": ""Acantharchus pomotis""}]}"
acn-sunfis,"[""Acantharchus pomotis:sci"", ""Mud sunfish:eng""]"
acr-sunfis,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acantharchus pomotis""}, {""source"": ""fishes"", ""type"": ""range"", ""name"": ""Acantharchus pomotis""}]}"
acn-sunfi,"[""Acantharchus pomotis:sci"", ""Mud sunfish:eng""]"
acr-sunfi,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acantharchus pomotis""}, {""source"": ""fishes"", ""type"": ""range"", ""name"": ""Acantharchus pomotis""}]}"
acn-sunf,"[""Acantharchus pomotis:sci"", ""Mud sunfish:eng""]"
acr-sunf,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acantharchus pomotis""}, {""source"": ""fishes"", ""type"": ""range"", ""name"": ""Acantharchus pomotis""}]}"
acn-sun,"[""Acantharchus pomotis:sci"", ""Mud sunfish:eng""]"
acr-sun,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acantharchus pomotis""}, {""source"": ""fishes"", ""type"": ""range"", ""name"": ""Acantharchus pomotis""}]}"
acn-peg billed finch,"[""Peg billed finch:eng"", ""Acanthidops bairdii:sci""]"
acr-peg billed finch,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthidops bairdii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthidops bairdii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthidops bairdii""}]}"
acn-peg,"[""Peg billed finch:eng"", ""Acanthidops bairdii:sci""]"
acr-peg,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthidops bairdii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthidops bairdii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthidops bairdii""}]}"
acn-billed,"[""Peg billed finch:eng"", ""Slender billed thornbill:eng"", ""Acanthidops bairdii:sci""]"
acr-billed,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthidops bairdii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthidops bairdii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza iredalei""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza iredalei""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza iredalei""}]}"
acn-bille,"[""Peg billed finch:eng"", ""Slender billed thornbill:eng"", ""Acanthidops bairdii:sci""]"
acr-bille,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthidops bairdii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthidops bairdii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza iredalei""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza iredalei""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza iredalei""}]}"
acn-bill,"[""Peg billed finch:eng"", ""Slender billed thornbill:eng"", ""Acanthidops bairdii:sci""]"
acr-bill,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthidops bairdii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthidops bairdii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza iredalei""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza iredalei""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza iredalei""}]}"
acn-bil,"[""Peg billed finch:eng"", ""Slender billed thornbill:eng"", ""Acanthidops bairdii:sci""]"
acr-bil,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthidops bairdii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthidops bairdii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza iredalei""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza iredalei""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza iredalei""}]}"
acn-finch,"[""Peg billed finch:eng"", ""Acanthidops bairdii:sci""]"
acr-finch,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthidops bairdii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthidops bairdii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthidops bairdii""}]}"
acn-finc,"[""Peg billed finch:eng"", ""Acanthidops bairdii:sci""]"
acr-finc,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthidops bairdii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthidops bairdii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthidops bairdii""}]}"
acn-fin,"[""Chabanaud fringe fingered lizard:eng"", ""Acanthidops bairdii:sci"", ""Bosk fringe fingered lizard:eng"", ""Bedriaga fringe fingered lizard:eng"", ""Dum ril fringe fingered lizard:eng"", ""Arabian fringe fingered lizard:eng"", ""Blanford fringe fingered lizard:eng"", ""Fringe fingered lizard:eng"", ""Indian fringe fingered lizard:eng"", ""White fringe fingered lizard:eng"", ""Peg billed finch:eng"", ""Golden fringe fingered lizard:eng""]"
acr-fin,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthidops bairdii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthidops bairdii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus aureus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus bedriagai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanci""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanfordii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus dumerilii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus erythrurus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus erythrurus""}]}"
acn-acanthidops bairdii,"[""Peg billed finch:eng"", ""Acanthidops bairdii:sci""]"
acr-acanthidops bairdii,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthidops bairdii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthidops bairdii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthidops bairdii""}]}"
acn-acanthidops,"[""Peg billed finch:eng"", ""Acanthidops bairdii:sci""]"
acr-acanthidops,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthidops bairdii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthidops bairdii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthidops bairdii""}]}"
acn-acanthidop,"[""Peg billed finch:eng"", ""Acanthidops bairdii:sci""]"
acr-acanthidop,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthidops bairdii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthidops bairdii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthidops bairdii""}]}"
acn-acanthido,"[""Peg billed finch:eng"", ""Acanthidops bairdii:sci""]"
acr-acanthido,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthidops bairdii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthidops bairdii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthidops bairdii""}]}"
acn-acanthid,"[""Peg billed finch:eng"", ""Acanthidops bairdii:sci""]"
acr-acanthid,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthidops bairdii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthidops bairdii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthidops bairdii""}]}"
acn-acanthi,"[""Acanthiza apicalis:sci"", ""Acanthiza pusilla:sci"", ""Acanthidops bairdii:sci"", ""Acanthiza murina:sci"", ""Acanthiza iredalei:sci"", ""Acanthiza robustirostris:sci"", ""Acanthiza reguloides:sci"", ""Acanthisitta chloris:sci"", ""Acanthiza ewingii:sci"", ""Acanthiza inornata:sci"", ""Acanthiza nana:sci"", ""Acanthiza chrysorrhoa:sci"", ""Peg billed finch:eng"", ""Acanthiza katherina:sci"", ""Acanthiza lineata:sci"", ""Acanthiza uropygialis:sci""]"
acr-acanthi,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthidops bairdii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthidops bairdii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthisitta chloris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthisitta chloris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthisitta chloris""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza apicalis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza apicalis""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza chrysorrhoa""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza chrysorrhoa""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza chrysorrhoa""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza chrysorrhoa""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza ewingii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza ewingii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza ewingii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza inornata""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza inornata""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza inornata""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza iredalei""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza iredalei""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza iredalei""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza katherina""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza katherina""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza katherina""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza lineata""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza lineata""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza lineata""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza lineata""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza murina""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza murina""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza murina""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza nana""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza nana""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza nana""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza nana""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza pusilla""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza pusilla""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza pusilla""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza pusilla""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza reguloides""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza reguloides""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza reguloides""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza reguloides""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza robustirostris""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza robustirostris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza robustirostris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza robustirostris""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza uropygialis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza uropygialis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza uropygialis""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza uropygialis""}]}"
acn-bairdii,"[""Peg billed finch:eng"", ""Acanthidops bairdii:sci""]"
acr-bairdii,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthidops bairdii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthidops bairdii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthidops bairdii""}]}"
acn-bairdi,"[""Peg billed finch:eng"", ""Acanthidops bairdii:sci""]"
acr-bairdi,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthidops bairdii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthidops bairdii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthidops bairdii""}]}"
acn-baird,"[""Peg billed finch:eng"", ""Acanthidops bairdii:sci""]"
acr-baird,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthidops bairdii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthidops bairdii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthidops bairdii""}]}"
acn-bair,"[""Peg billed finch:eng"", ""Acanthidops bairdii:sci""]"
acr-bair,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthidops bairdii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthidops bairdii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthidops bairdii""}]}"
acn-bai,"[""Peg billed finch:eng"", ""Acanthidops bairdii:sci""]"
acr-bai,"{""rows"": [{""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthidops bairdii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthidops bairdii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthidops bairdii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthidops bairdii""}]}"
acn-rifleman,"[""Rifleman:eng"", ""Acanthisitta chloris:sci""]"
acr-rifleman,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthisitta chloris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthisitta chloris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthisitta chloris""}]}"
acn-riflema,"[""Rifleman:eng"", ""Acanthisitta chloris:sci""]"
acr-riflema,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthisitta chloris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthisitta chloris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthisitta chloris""}]}"
acn-riflem,"[""Rifleman:eng"", ""Acanthisitta chloris:sci""]"
acr-riflem,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthisitta chloris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthisitta chloris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthisitta chloris""}]}"
acn-rifle,"[""Rifleman:eng"", ""Acanthisitta chloris:sci""]"
acr-rifle,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthisitta chloris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthisitta chloris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthisitta chloris""}]}"
acn-rifl,"[""Rifleman:eng"", ""Acanthisitta chloris:sci""]"
acr-rifl,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthisitta chloris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthisitta chloris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthisitta chloris""}]}"
acn-rif,"[""Rifleman:eng"", ""Acanthisitta chloris:sci""]"
acr-rif,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthisitta chloris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthisitta chloris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthisitta chloris""}]}"
acn-acanthisitta chloris,"[""Rifleman:eng"", ""Acanthisitta chloris:sci""]"
acr-acanthisitta chloris,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthisitta chloris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthisitta chloris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthisitta chloris""}]}"
acn-acanthisitta,"[""Rifleman:eng"", ""Acanthisitta chloris:sci""]"
acr-acanthisitta,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthisitta chloris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthisitta chloris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthisitta chloris""}]}"
acn-acanthisitt,"[""Rifleman:eng"", ""Acanthisitta chloris:sci""]"
acr-acanthisitt,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthisitta chloris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthisitta chloris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthisitta chloris""}]}"
acn-acanthisit,"[""Rifleman:eng"", ""Acanthisitta chloris:sci""]"
