scientific,binomial,binomial_index,commons,commons_index,keywords,state,type
Lamprophis lineatus,Lamprophis lineatus,lamprophis lineatus,"Striped House Snake,Gestreifte Hausschlange","striped house snake,gestreifte hausschlange","gestreifte,house,striped,snake,hausschlange",,BINOMIAL
Micrurus bernadi,,,,,,NO_COMMONS,
Leptophis cupreus,Leptophis cupreus,leptophis cupreus,Copper Parrot Snake,copper parrot snake,"copper,snake,parrot",,BINOMIAL
Liopeltis philippinus,,,,,,NO_COMMONS,
Liophis carajasensis,,,,,,NO_COMMONS,
Liophis paucidens,Liophis paucidens,liophis paucidens,Hoge's Ground Snake,hoge ground snake,"ground,snake,hoge",,BINOMIAL
Liophis vanzolinii,Liophis vanzolinii,liophis vanzolinii,Vanzolini's Ground Snake,vanzolini ground snake,"vanzolini,snake,ground",,BINOMIAL
Lycodon fausti,,,,,,NO_COMMONS,
Lycodon ferroni,,,,,,NO_COMMONS,
Dionda flavipinnis,,,,,,NO_COMMONS,
Oligodon meyerinkii,,,,,,NO_COMMONS,
Oligodon torquatus,,,,,,NO_COMMONS,
Philothamnus hughesi,Philothamnus hughesi,philothamnus hughesi,Hughes' Green Snake,hughes green snake,"hughes,green,snake",,BINOMIAL
Plagiopholis unipostocularis,Plagiopholis unipostocularis,plagiopholis unipostocularis,Yunnan Mountain Snake,yunnan mountain snake,"mountain,yunnan,snake",,BINOMIAL
Psammophis jallae,Psammophis jallae,psammophis jallae,Jalla's Sand Snake,jalla sand snake,"jalla,sand,snake",,BINOMIAL
Psammophis trigrammus,Psammophis trigrammus,psammophis trigrammus,Western Sand Snake,western sand snake,"sand,western,snake",,BINOMIAL
Pseudorabdion montanum,,,,,,NO_COMMONS,
Rhabdophis leonardi,Rhabdophis leonardi,rhabdophis leonardi,Leonard's Keelback,leonard keelback,"keelback,leonard",,BINOMIAL
Sibon linearis,,,,,,NO_COMMONS,
Stenophis carleti,,,,,,NO_COMMONS,
Synophis calamitus,,,,,,NO_COMMONS,
Tantilla brevicauda,Tantilla brevicauda,tantilla brevicauda,Mertens' Centipede Snake,mertens centipede snake,"centipede,snake,mertens",,BINOMIAL
Thamnodynastes almae,,,,,,NO_COMMONS,
Dionda melanops,Dionda melanops,dionda melanops,Spotted Minnow,spotted minnow,"spotted,minnow",,BINOMIAL
Tomodon dorsatus,Tomodon dorsatus,tomodon dorsatus,Pampas Snake,pampas snake,"pampas,snake",,BINOMIAL
Tomodon orestes,,,,,,NO_COMMONS,
Micrurus catamayensis,Micrurus catamayensis,micrurus catamayensis,Catamayo Coral Snake,catamayo coral snake,"coral,catamayo,snake",,BINOMIAL
Tropidonophis parkeri,Tropidonophis parkeri,tropidonophis parkeri,Highland keelback,highland keelback,"highland,keelback",,BINOMIAL
Elapsoidea trapei,,,,,,NO_COMMONS,
Micrurus averyi,Micrurus averyi,micrurus averyi,Black-headed Coral Snake,black headed coral snake,"coral,black,snake,headed",,BINOMIAL
Micrurus tamaulipensis,,,,,,NO_COMMONS,
Naja nivea,Naja nivea,naja nivea,"Cape Cobra,Kap-Kobra","cape cobra,kap kobra","cape,cobra,kap,kobra",,BINOMIAL
Denisonia maculata,Denisonia maculata,denisonia maculata,Ornamental Snake,ornamental snake,"ornamental,snake",,BINOMIAL
Atherinella ammophila,Atherinella ammophila,atherinella ammophila,La Palma Silverside,palma silverside,"silverside,palma",,BINOMIAL
Parapistocalamus hedigeri,Parapistocalamus hedigeri,parapistocalamus hedigeri,Bougainville or Hediger's coral snake,bougainville hediger coral snake,"bougainville,coral,hediger,snake",,BINOMIAL
Leptotyphlops anthracinus,Leptotyphlops anthracinus,leptotyphlops anthracinus,Bailey's Blind Snake,bailey blind snake,"bailey,blind,snake",,BINOMIAL
Notropis rupestris,Notropis rupestris,notropis rupestris,Bedrock Shiner,bedrock shiner,"shiner,bedrock",,BINOMIAL
Leptotyphlops conjunctus,Leptotyphlops conjunctus,leptotyphlops conjunctus,"Cape Thread Snake,cognitus,Incognito Thread Snake","cape thread snake,incognito thread snake,cognitus","cape,cognitus,snake,thread,incognito",,BINOMIAL
Tropidophis hendersoni,,,,,,NO_COMMONS,
Ramphotyphlops chamodracaena,Ramphotyphlops chamodracaena,ramphotyphlops chamodracaena,Cape York Striped Blind Snake,cape york striped blind snake,"blind,cape,striped,york,snake",,BINOMIAL
Rhinotyphlops episcopus,,,,,,NO_COMMONS,
Typhlops ahsanai,,,,,,NO_COMMONS,
Typhlops annae,,,,,,NO_COMMONS,
Typhlops schmutzi,Typhlops schmutzi,typhlops schmutzi,Schmutz's Worm Snake,schmutz worm snake,"schmutz,worm,snake",,BINOMIAL
Typhlops verticalis,Typhlops verticalis,typhlops verticalis,Smith's Worm Snake,smith worm snake,"smith,worm,snake",,BINOMIAL
Bothriechis rowleyi,Bothriechis rowleyi,bothriechis rowleyi,Rowley's Palm Pit Viper,rowley palm pit viper,"rowley,pit,palm,viper",,BINOMIAL
Bitis worthingtoni,Bitis worthingtoni,bitis worthingtoni,Kenya Horned Viper,kenya horned viper,"kenya,viper,horned",,BINOMIAL
Bothrocophias myersi,,,,,,NO_COMMONS,
Crotalus scutulatus,Crotalus scutulatus,crotalus scutulatus,"scutulatus,Mojave (Green) Rattlesnake,Mojave-Klapperschlange","scutulatus,mojave klapperschlange,mojave green rattlesnake","mojave,scutulatus,green,rattlesnake,klapperschlange",,BINOMIAL
Ovophis chaseni,Ovophis chaseni,ovophis chaseni,"Mount Kinabalu Pit Viper,Chasen's mountain pitviper","mount kinabalu pit viper,chasen mountain pitviper","mountain,chasen,mount,pitviper,viper,kinabalu,pit",,BINOMIAL
Trimeresurus,,,,,,NO_COMMONS,
Trimeresurus gracilis,Trimeresurus gracilis,trimeresurus gracilis,Kikuchi Habu,kikuchi habu,"kikuchi,habu",,BINOMIAL
Acomys nesiotes,Acomys nesiotes,acomys nesiotes,Cyprus Spiny Mouse,cyprus spiny mouse,"spiny,cyprus,mouse",,BINOMIAL
Vipera orlovi,,,,,,NO_COMMONS,
Phrynops wermuthi,Phrynops wermuthi,phrynops wermuthi,Western Toad-headed Turtle,western toad headed turtle,"toad,turtle,western,headed",,BINOMIAL
Lepidochelys kempii,Lepidochelys kempii,lepidochelys kempii,"Atlantic Ridley,Kemp's Ridley Seaturtle,Atlantik-Bastardschildkröte","atlantic ridley,kemp ridley seaturtle,atlantik bastardschildkr","bastardschildkr,seaturtle,ridley,atlantic,kemp,atlantik",,BINOMIAL
Glyptemys insculpta,Glyptemys insculpta,glyptemys insculpta,"Wood Turtle,Waldbachschildkröte","waldbachschildkr,wood turtle","turtle,waldbachschildkr,wood",,BINOMIAL
Cuora pani,Cuora pani,cuora pani,"Pan's Box Turtle,Pans Scharnierschildkröte","pan box turtle,pans scharnierschildkr","box,turtle,pans,scharnierschildkr,pan",,BINOMIAL
Pelusios carinatus,Pelusios carinatus,pelusios carinatus,African Keeled Mud Turtle,african keeled mud turtle,"turtle,mud,keeled,african",,BINOMIAL
Amphilophus citrinellus,Amphilophus citrinellus,amphilophus citrinellus,Midas Cichlid,midas cichlid,"cichlid,midas",,BINOMIAL
Heosemys grandis,Heosemys grandis,heosemys grandis,"Giant Asian Pond Turtle,Riesenerdschildkröte","riesenerdschildkr,giant asian pond turtle","turtle,pond,giant,asian,riesenerdschildkr",,BINOMIAL
Mauremys pritchardi,,,,,,NO_COMMONS,
Pelusios cupulatta,,,,,,NO_COMMONS,
Gopherus flavomarginatus,Gopherus flavomarginatus,gopherus flavomarginatus,"Mexican Gopher Tortoise,Mexikanische Gopherschildkröte","mexican gopher tortoise,mexikanische gopherschildkr","gopherschildkr,mexikanische,mexican,gopher,tortoise",,BINOMIAL
Testudo antakyensis,,,,,,NO_COMMONS,
Apalone ferox,Apalone ferox,apalone ferox,Florida Softshell Turtle,florida softshell turtle,"turtle,florida,softshell",,BINOMIAL
Agamodon anguliceps,Agamodon anguliceps,agamodon anguliceps,Angled Worm Lizard,angled worm lizard,"angled,lizard,worm",,BINOMIAL
Cynisca gansi,,,,,,NO_COMMONS,
Hesperoleucus symmetricus,Hesperoleucus symmetricus,hesperoleucus symmetricus,Tomales Roach,tomales roach,"tomales,roach",,BINOMIAL
Moapa coriacea,Moapa coriacea,moapa coriacea,Moapa Dace,moapa dace,"moapa,dace",,BINOMIAL
Notropis orca,Notropis orca,notropis orca,Phantom Shiner,phantom shiner,"phantom,shiner",,BINOMIAL
Abditomys latidens,Abditomys latidens,abditomys latidens,Luzon Broad-toothed Rat,luzon broad toothed rat,"broad,toothed,rat,luzon",,BINOMIAL
Abeomelomys sevia,Abeomelomys sevia,abeomelomys sevia,"Menzies' Mouse,Highland Brush Mouse","highland brush mouse,menzies mouse","mouse,highland,menzies,brush",,BINOMIAL
Abrawayaomys ruschii,Abrawayaomys ruschii,abrawayaomys ruschii,Rushi's Rat,rushi rat,"rat,rushi",,BINOMIAL
Abrocoma bennettii,Abrocoma bennettii,abrocoma bennettii,Bennett's Chinchilla Rat,bennett chinchilla rat,"rat,bennett,chinchilla",,BINOMIAL
Abrocoma boliviensis,Abrocoma boliviensis,abrocoma boliviensis,"Bolivian Chinchilla Rat,Bolivian Chincilla Rat","bolivian chincilla rat,bolivian chinchilla rat","chincilla,bolivian,chinchilla,rat",,BINOMIAL
Abrocoma budini,Abrocoma budini,abrocoma budini,Budin's Chinchilla Rat,budin chinchilla rat,"budin,rat,chinchilla",,BINOMIAL
Abrocoma cinerea,Abrocoma cinerea,abrocoma cinerea,Ashy Chinchilla Rat,ashy chinchilla rat,"rat,ashy,chinchilla",,BINOMIAL
Abrocoma famatina,Abrocoma famatina,abrocoma famatina,Famatina Chinchilla Rat,famatina chinchilla rat,"rat,famatina,chinchilla",,BINOMIAL
Abrocoma shistacea,Abrocoma shistacea,abrocoma shistacea,Sierra Del Tontal Chinchilla Rat,sierra del tontal chinchilla rat,"sierra,tontal,rat,del,chinchilla",,BINOMIAL
Abrocoma uspallata,Abrocoma uspallata,abrocoma uspallata,Uspallata Chinchilla Rat,uspallata chinchilla rat,"uspallata,chinchilla,rat",,BINOMIAL
Abrocoma vaccarum,Abrocoma vaccarum,abrocoma vaccarum,Mendozan Chinchilla Rat,mendozan chinchilla rat,"rat,chinchilla,mendozan",,BINOMIAL
Abrothrix andinus,Abrothrix andinus,abrothrix andinus,"Andean Akodont,Andean Altiplano Mouse","andean akodont,andean altiplano mouse","altiplano,mouse,akodont,andean",,BINOMIAL
Abrothrix hershkovitzi,Abrothrix hershkovitzi,abrothrix hershkovitzi,"Hershkovitzâ€™s Akodont,Hershkovitz's Grass Mouse","hershkovitz akodont,hershkovitz grass mouse","mouse,grass,hershkovitz,akodont",,BINOMIAL
Abrothrix illuteus,Abrothrix illuteus,abrothrix illuteus,"Gray Akodont,Gray Grass Mouse","gray grass mouse,gray akodont","gray,grass,mouse,akodont",,BINOMIAL
Abrothrix jelskii,Abrothrix jelskii,abrothrix jelskii,Jelski's Altiplano Mouse,jelski altiplano mouse,"jelski,altiplano,mouse",,BINOMIAL
Abrothrix lanosus,Abrothrix lanosus,abrothrix lanosus,"Woolly Grass Mouse,Wooly Akodont","woolly grass mouse,wooly akodont","mouse,grass,woolly,akodont,wooly",,BINOMIAL
Abrothrix longipilis,Abrothrix longipilis,abrothrix longipilis,"Long-haired Akodont,Long-haired Grass Mouse","long haired akodont,long haired grass mouse","haired,grass,mouse,akodont,long",,BINOMIAL
Abrothrix markhami,Abrothrix markhami,abrothrix markhami,Markham's Grass Mouse,markham grass mouse,"mouse,grass,markham",,BINOMIAL
Abrothrix olivaceus,Abrothrix olivaceus,abrothrix olivaceus,Olive Grass Mouse,olive grass mouse,"olive,grass,mouse",,BINOMIAL
Abrothrix sanborni,Abrothrix sanborni,abrothrix sanborni,Sanborn's Grass Mouse,sanborn grass mouse,"mouse,grass,sanborn",,BINOMIAL
Acerodon celebensis,Acerodon celebensis,acerodon celebensis,"Sulawesi Fruit Bat,Sulawesi Acerodon,Sulawesi Flying-fox","sulawesi fruit bat,sulawesi acerodon,sulawesi flying fox","sulawesi,bat,acerodon,flying,fox,fruit",,BINOMIAL
Acerodon humilis,Acerodon humilis,acerodon humilis,"Talaud Fruit Bat,Talaud Acerodon,Talaud Flying-fox","talaud acerodon,talaud fruit bat,talaud flying fox","bat,acerodon,flying,fox,talaud,fruit",,BINOMIAL
Acerodon jubatus,Acerodon jubatus,acerodon jubatus,"Golden-capped Fruit Bat,Golden-crowned Flying Fox","golden crowned flying fox,golden capped fruit bat","golden,bat,flying,fox,fruit,capped,crowned",,BINOMIAL
Akodon affinis,Akodon affinis,akodon affinis,Colombian Grass Mouse,colombian grass mouse,"grass,mouse,colombian",,BINOMIAL
Acerodon leucotis,Acerodon leucotis,acerodon leucotis,"Palawan Flying Fox,Palawan Fruit Bat","palawan flying fox,palawan fruit bat","palawan,bat,flying,fox,fruit",,BINOMIAL
Acerodon mackloti,Acerodon mackloti,acerodon mackloti,"Sunda Fruit Bat,Sunda Flying-fox","sunda flying fox,sunda fruit bat","fox,sunda,fruit,flying,bat",,BINOMIAL
Acinonyx jubatus,Acinonyx jubatus,acinonyx jubatus,"Cheetah,Hunting Leopard","cheetah,hunting leopard","cheetah,leopard,hunting",,BINOMIAL
Acinonyx jubatus,Acinonyx jubatus,acinonyx jubatus,"Northwest African Cheetah,Saharan Cheetah","saharan cheetah,northwest african cheetah","cheetah,saharan,northwest,african",,BINOMIAL
Acinonyx jubatus,Acinonyx jubatus,acinonyx jubatus,"Asiatic Cheetah,Iranian Cheetah","iranian cheetah,asiatic cheetah","asiatic,iranian,cheetah",,BINOMIAL
Acomys airensis,Acomys airensis,acomys airensis,Western Saharan Spiny Mouse,western saharan spiny mouse,"mouse,spiny,western,saharan",,BINOMIAL
Acomys cahirinus,Acomys cahirinus,acomys cahirinus,"Cairo Spiny Mouse,Greater Wilfred's Mouse,Northeast African Spiny Mouse","northeast african spiny mouse,cairo spiny mouse,greater wilfred mouse","northeast,greater,cairo,spiny,african,wilfred,mouse",,BINOMIAL
Acomys cilicicus,Acomys cilicicus,acomys cilicicus,Asia Minor Spiny Mouse,asia minor spiny mouse,"mouse,spiny,minor,asia",,BINOMIAL
Acomys cineraceus,Acomys cineraceus,acomys cineraceus,"Gray Spiny Mouse,Grey Spiny Mouse","gray spiny mouse,grey spiny mouse","gray,spiny,grey,mouse",,BINOMIAL
Acomys dimidiatus,Acomys dimidiatus,acomys dimidiatus,Arabian Spiny Mouse,arabian spiny mouse,"mouse,arabian,spiny",,BINOMIAL
Acomys ignitus,Acomys ignitus,acomys ignitus,Fiery Spiny Mouse,fiery spiny mouse,"mouse,spiny,fiery",,BINOMIAL
Acomys johannis,Acomys johannis,acomys johannis,"Johan's Spiny Mouse,Johanâ€™s Spiny Mouse",johan spiny mouse,"mouse,johan,spiny",,BINOMIAL
Acomys kempi,Acomys kempi,acomys kempi,Kemp's Spiny Mouse,kemp spiny mouse,"mouse,spiny,kemp",,BINOMIAL
Acomys louisae,Acomys louisae,acomys louisae,Louise's Spiny Mouse,louise spiny mouse,"mouse,spiny,louise",,BINOMIAL
Acomys minous,Acomys minous,acomys minous,"Crete Spiny Mouse,Cretan Spiny Mouse,CRETAN SPINY MOUSE,CRETE SPINY MOUSE,Spiny Mouse","crete spiny mouse,cretan spiny mouse,spiny mouse","cretan,mouse,crete,cretan,spiny,crete,spiny,mouse",,BINOMIAL
Acomys mullah,Acomys mullah,acomys mullah,Mullah Spiny Mouse,mullah spiny mouse,"mouse,mullah,spiny",,BINOMIAL
Acomys percivali,Acomys percivali,acomys percivali,Percival's Spiny Mouse,percival spiny mouse,"mouse,percival,spiny",,BINOMIAL
Acomys russatus,Acomys russatus,acomys russatus,Golden Spiny Mouse,golden spiny mouse,"golden,spiny,mouse",,BINOMIAL
Acomys seurati,Acomys seurati,acomys seurati,"Seurat's Spiny Mouse,Seuratâ€™s Spiny Mouse",seurat spiny mouse,"spiny,seurat,mouse",,BINOMIAL
Acomys spinosissimus,Acomys spinosissimus,acomys spinosissimus,Spiny Mouse,spiny mouse,"mouse,spiny",,BINOMIAL
Acomys subspinosus,Acomys subspinosus,acomys subspinosus,Cape Spiny Mouse,cape spiny mouse,"cape,spiny,mouse",,BINOMIAL
Acomys wilsoni,Acomys wilsoni,acomys wilsoni,Wilson's Spiny Mouse,wilson spiny mouse,"mouse,wilson,spiny",,BINOMIAL
Aconaemys fuscus,Aconaemys fuscus,aconaemys fuscus,Chilean Rock Rat,chilean rock rat,"chilean,rat,rock",,BINOMIAL
Aconaemys porteri,,,,,,NO_COMMONS,
Aconaemys sagei,Aconaemys sagei,aconaemys sagei,Sage's Rock Rat,sage rock rat,"rat,sage,rock",,BINOMIAL
Acrobates pygmaeus,Acrobates pygmaeus,acrobates pygmaeus,"Feathertail Glider,Pygmy Gliding Possum","feathertail glider,pygmy gliding possum","possum,gliding,feathertail,glider,pygmy",,BINOMIAL
Addax nasomaculatus,Addax nasomaculatus,addax nasomaculatus,Addax,Addax,Addax,,BINOMIAL
Aegialomys galapagoensis,Aegialomys galapagoensis,aegialomys galapagoensis,Galapagos Rice Rat,galapagos rice rat,"rat,rice,galapagos",,BINOMIAL
Aegialomys xanthaeolus,Aegialomys xanthaeolus,aegialomys xanthaeolus,Yellowish Rice Rat,yellowish rice rat,"yellowish,rat,rice",,BINOMIAL
Aepeomys lugens,Aepeomys lugens,aepeomys lugens,Olive Montane Mouse,olive montane mouse,"olive,mouse,montane",,BINOMIAL
Aepeomys reigi,Aepeomys reigi,aepeomys reigi,Reig's Aepeomys,reig aepeomys,"reig,aepeomys",,BINOMIAL
Aepyceros melampus,Aepyceros melampus,aepyceros melampus,"Impala,Black-faced Impala","black faced impala,impala","faced,black,impala",,BINOMIAL
Aepyceros melampus,Aepyceros melampus,aepyceros melampus,Common Impala,common impala,"impala,common",,BINOMIAL
Aepyceros melampus,Aepyceros melampus,aepyceros melampus,Black-faced Impala,black faced impala,"faced,impala,black",,BINOMIAL
Aepyprymnus rufescens,Aepyprymnus rufescens,aepyprymnus rufescens,"Rufous Bettong,Rufous Rat-kangaroo","rufous bettong,rufous rat kangaroo","bettong,rat,rufous,kangaroo",,BINOMIAL
Aeretes melanopterus,Aeretes melanopterus,aeretes melanopterus,"Northern Chinese Flying Squirrel,Groove-toothed Flying Squirrel,North Chinese Flying Squirrel","north chinese flying squirrel,northern chinese flying squirrel,groove toothed flying squirrel","north,northern,chinese,flying,toothed,groove,squirrel",,BINOMIAL
Aeromys tephromelas,Aeromys tephromelas,aeromys tephromelas,"Black Flying Squirrel,Large Black Flying Squirrel","large black flying squirrel,black flying squirrel","large,flying,black,squirrel",,BINOMIAL
Aeromys thomasi,Aeromys thomasi,aeromys thomasi,"Thomasâ€™s Flying Squirrel,Thomas's Flying Squirrel",thomas flying squirrel,"thomas,flying,squirrel",,BINOMIAL
Aethalops aequalis,Aethalops aequalis,aethalops aequalis,Borneo Fruit Bat,borneo fruit bat,"bat,fruit,borneo",,BINOMIAL
Aethalops alecto,Aethalops alecto,aethalops alecto,Pygmy Fruit Bat,pygmy fruit bat,"bat,fruit,pygmy",,BINOMIAL
Aethomys bocagei,Aethomys bocagei,aethomys bocagei,Bocage's Rock Rat,bocage rock rat,"rat,rock,bocage",,BINOMIAL
Aethomys chrysophilus,Aethomys chrysophilus,aethomys chrysophilus,Red Rock Rat,red rock rat,"rat,red,rock",,BINOMIAL
Aethomys granti,Aethomys granti,aethomys granti,"Grant's Rock Mouse,Grant's Rock Rat","grant rock mouse,grant rock rat","rat,rock,mouse,grant",,BINOMIAL
Aethomys hindei,Aethomys hindei,aethomys hindei,Hinde's Rock Rat,hinde rock rat,"hinde,rat,rock",,BINOMIAL
Aethomys ineptus,Aethomys ineptus,aethomys ineptus,Tete Veld Aethomys,tete veld aethomys,"aethomys,veld,tete",,BINOMIAL
Aethomys kaiseri,Aethomys kaiseri,aethomys kaiseri,Kaiser's Rock Rat,kaiser rock rat,"rat,kaiser,rock",,BINOMIAL
Aethomys namaquensis,Aethomys namaquensis,aethomys namaquensis,Namaqua Rock Rat,namaqua rock rat,"rat,namaqua,rock",,BINOMIAL
Aethomys nyikae,Aethomys nyikae,aethomys nyikae,Nyika Rock Rat,nyika rock rat,"rat,nyika,rock",,BINOMIAL
Aethomys silindensis,Aethomys silindensis,aethomys silindensis,"Selinda Veld Rat,Silinda Rock Rat","silinda rock rat,selinda veld rat","rat,veld,silinda,rock,selinda",,BINOMIAL
Aethomys stannarius,Aethomys stannarius,aethomys stannarius,Tinfields Rock Rat,tinfields rock rat,"rat,rock,tinfields",,BINOMIAL
Aethomys thomasi,Aethomys thomasi,aethomys thomasi,Thomas's Rock Rat,thomas rock rat,"thomas,rat,rock",,BINOMIAL
Ailuropoda melanoleuca,Ailuropoda melanoleuca,ailuropoda melanoleuca,Giant Panda,giant panda,"giant,panda",,BINOMIAL
Ailurops melanotis,Ailurops melanotis,ailurops melanotis,Talaud Bear Cuscus,talaud bear cuscus,"cuscus,talaud,bear",,BINOMIAL
Ailurops ursinus,Ailurops ursinus,ailurops ursinus,"Bear Cuscus,Bear Phalanger,Sulawesi Bear Cuscus","bear phalanger,sulawesi bear cuscus,bear cuscus","cuscus,phalanger,bear,sulawesi",,BINOMIAL
Ailurus fulgens,Ailurus fulgens,ailurus fulgens,"Red Panda,Lesser Panda,Red Cat-bear,Tolai Hare","red panda,tolai hare,red cat bear,lesser panda","hare,bear,cat,lesser,tolai,panda,red",,BINOMIAL
Akodon aerosus,Akodon aerosus,akodon aerosus,Highland Grass Mouse,highland grass mouse,"grass,highland,mouse",,BINOMIAL
Akodon albiventer,Akodon albiventer,akodon albiventer,White-bellied Grass Mouse,white bellied grass mouse,"mouse,white,grass,bellied",,BINOMIAL
Akodon aliquantulus,Akodon aliquantulus,akodon aliquantulus,Diminutive Akodont,diminutive akodont,"diminutive,akodont",,BINOMIAL
Akodon azarae,Akodon azarae,akodon azarae,Azara's Grass Mouse,azara grass mouse,"azara,grass,mouse",,BINOMIAL
Akodon bogotensis,Akodon bogotensis,akodon bogotensis,Bogota Grass Mouse,bogota grass mouse,"bogota,grass,mouse",,BINOMIAL
Akodon boliviensis,Akodon boliviensis,akodon boliviensis,Bolivian Grass Mouse,bolivian grass mouse,"bolivian,grass,mouse",,BINOMIAL
Akodon budini,Akodon budini,akodon budini,Budin's Grass Mouse,budin grass mouse,"budin,grass,mouse",,BINOMIAL
Akodon cursor,Akodon cursor,akodon cursor,"Cursor Grass Mouse,Cusorial Akodont","cusorial akodont,cursor grass mouse","cursor,grass,mouse,akodont,cusorial",,BINOMIAL
Akodon dayi,Akodon dayi,akodon dayi,Day's Grass Mouse,day grass mouse,"grass,mouse,day",,BINOMIAL
Akodon dolores,Akodon dolores,akodon dolores,"Córdoba Akodont,Dolorous Grass Mouse","rdoba akodont,dolorous grass mouse","dolorous,grass,mouse,akodont,rdoba",,BINOMIAL
Akodon fumeus,Akodon fumeus,akodon fumeus,Smoky Grass Mouse,smoky grass mouse,"smoky,grass,mouse",,BINOMIAL
Akodon iniscatus,Akodon iniscatus,akodon iniscatus,"Intelligent Grass Mouse,Patagonian Akodont","patagonian akodont,intelligent grass mouse","mouse,grass,intelligent,akodont,patagonian",,BINOMIAL
Akodon juninensis,Akodon juninensis,akodon juninensis,Junin Grass Mouse,junin grass mouse,"grass,mouse,junin",,BINOMIAL
Akodon kofordi,Akodon kofordi,akodon kofordi,Koford's Grass Mouse,koford grass mouse,"grass,koford,mouse",,BINOMIAL
Akodon latebricola,Akodon latebricola,akodon latebricola,Ecuadorean Grass Mouse,ecuadorean grass mouse,"grass,mouse,ecuadorean",,BINOMIAL
